GENE	SLMC2	CGH1	CGH2	UST4	UST1	SLMC5	SLMC6	CGH6	CGH5	UST5	UST2	SLMC4	UST3	CGH3	UST6	SLMC1	SLMC3	CGH4
2200_tnpA_AY365053.1	0	0	0	0	18	0	0	0	0	0	8	0	0	0	0	0	0	1
2307_tnpA_AF333761.1	733	2	273	0	0	16	1	57	0	0	0	0	0	0	1	1	0	0
2441_tnpA1_FR875157.1	0	7	3	9	3	4	64	3	23	3	0	7	1	1	7	29	84	10
2746_tnpA_AM420293.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2362_tnpA_AJ250371.1	24	554	1131	558	146	662	70	350	1126	437	875	361	1513	928	504	144	699	796
1501_tnpA_LO018305.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2493_tnpA_U03554.1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337_tnpA_KF295829.1	0	10	7	42	2	13	3	6	17	25	2	4	1	50	2	1	21	45
611_tnpA_X98999.3	0	1	0	1	1	0	0	0	4	2	1	0	0	5	38	1	1	1
1279_tnpAc_CCYE01000010.1	0	2	8	0	0	0	0	0	3	0	0	0	0	14	4	0	3	1
1331_tnpAc_AB088420.3	0	3	12	0	0	2	0	2	4	0	0	0	1	10	12	0	4	2
2096_tnpA_AB375440.1	0	0	0	0	0	0	0	1	0	1	2	0	2	1	1	0	0	0
785_tnpA_AF151431.1	0	3	8	4	1	0	0	3	0	0	9	1	0	75	30	0	8	2
652_tnpA_Y09450.1	1	4	4	16	4	3	0	2	6	2	13	5	16	26	32	0	8	3
1169_tnpA_EU780013.1	1	2	0	1	1	0	0	0	0	0	2	0	3	0	0	1	0	0
1337_tnpA_AP001918.1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
520_tnpA_CP012903.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
607_tnpA_KM107842.1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0
941_tnpA_FN649418.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1551_tnpA_KF483599.2	0	30	8	1	0	0	0	1	1	0	0	0	1	4	1	0	1	39
2167_tnpA_CBTJ020000114.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2559_tnpA_Y17830.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
273_tnpA_KF826292.1	0	18	11	2	0	0	0	0	0	0	1	1	0	1	0	0	1	27
291_tnpA_KJ511462.1	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2768_tnpA_CP010516.1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0
296_tnpA_KJ406378.1	0	5	2	0	1	2	0	0	0	0	1	0	0	1	1	0	0	5
590_tnpA_AY123045.1	0	0	0	3	2	1	0	1	1	0	1	0	1	0	0	0	0	0
819_tnpA_KU254577.1	0	5	11	19	4	4	1	6	33	0	14	0	20	41	55	0	3	15
1019_tnpA_KF295829.1	0	0	0	10	0	3	0	0	2	0	5	0	0	1	0	0	1	11
1105_tnpA_HE577330.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1424_tnpA_CXZU01000085.1	0	11	1	90	0	36	0	41	42	2	17	5	8	40	0	0	32	115
1691_tnpA_CR377166.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1965_tnpA1_CXOJ01000027.1	0	13	0	3	0	3	23	2	33	19	0	9	1	1	12	24	95	8
2227_tnpA_BAER01000036.1	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	17
2417_tnpA_CAOF01000139.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
784_tnpA_KJ541070.1	0	0	0	18	0	2	0	1	3	0	2	5	2	0	0	0	4	18
803_tnpA_AM743169.1	3128	181	77	15	145	201	21	80	595	406	13	142	3	5	154	7	44	213
2359_tnpA_FR854089.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2182_tnpA_CP007448.1	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2690_tnpA_Tn3_like_KR822247.1	6	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
1155_tnpA_FP236830.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
1206_tnpA_CP002179.1	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	0	0	1
1760_tnpA_AH010393.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1781_tnpA_HE798556.1	0	10	5	0	0	2	6	3	9	7	0	4	1	0	5	3	0	0
2193_tnpA_CXPB01000088.1	0	2	0	3	8	0	0	0	0	0	1	1	0	1	1	0	0	0
1917_tnpA_AB262965.1	1	8	4	0	2	0	0	4	14	1	1	11	0	28	3	0	5	12
1540_tnpA_CP000646.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2246_tnpA_LN681228.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2554_tnpA_CZDF01000174.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
277_tnpA_AF071413.3	21	6	59	3	0	12	1	5	7	6	1	4	11	33	13	4	6	15
1141_tnpA_KJ631729.1	0	3	6	1	0	3	0	5	10	1	3	1	2	10	0	0	1	5
628_tnpA_AY297781.1	6	10	37	16	10	49	4	7	16	124	35	24	31	44	26	6	36	25
1456_tnpA_LT599584.1	8	103	90	49	8	428	19	34	46	8	30	20	18	48	24	54	244	96
1499_tnpA_L14931.1	0	7	8	0	0	0	3	1	3	5	0	1	10	2	118	1	0	4
1798_tnpA_FP475957.1	396	4	6	0	0	0	80	8	1	3	0	7	0	4	0	0	10	2
1841_tnpA_KJ439039.1	2	23	36	12	1	4	1	64	42	6	3	5	4	77	3	0	3	47
286_tnpA_KU997026.1	2	22	42	13	0	6	1	46	37	13	0	6	3	72	1	1	7	45
1811_tnpA-3_AJ877225.1	137	329	476	221	26	333	110	139	348	158	126	216	102	211	59	90	225	289
1829_tnpA_AP014810.1	21	53	79	38	52	27	15	30	62	59	49	22	709	24	64	32	24	28
2197_tnpA_AL954747.1	52	10	73	8	13	19	5	9	7	23	14	8	3	14	17	6	21	19
2340_tnpA_AB238971.1	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
2369_tnpA_AJ431260.1	5	38	46	40	57	31	8	27	21	24	27	21	22	98	41	0	21	79
2562_tnpA_JX448550.1	183	359	270	113	69	321	38	145	169	34	51	162	165	579	44	111	192	118
2607_tnpA_AF544991.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
506_tnpA_AY327575.2	8	16	33	13	6	32	2	10	9	8	5	21	22	33	14	3	25	7
533_tnpA_CBTV010000137.1	2	29	27	13	8	46	7	21	87	13	15	20	11	96	30	0	20	50
704_tnpA_CP002152.1	359	887	2155	163	147	140	56	135	408	234	153	87	222	853	158	52	42	342
1030_tnpA_LK931667.1	3	7	13	3	4	8	0	0	3	6	3	4	3	12	7	2	6	3
1121_tnpA_JX486125.1	22	68	352	17	4	42	12	36	65	45	26	36	19	77	32	10	81	42
1122_tnpA_HM560971.1	13	1	1	1	0	14	0	2	2	5	2	12	1	6	19	2	9	8
1159_tnpA_DQ057986.1	26	23	47	32	5	50	11	6	19	41	16	26	17	67	40	2	32	35
1298_tnpA_12_CP012683.1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	2	0
1335_tnpA1_FN597644.1	7	1	2	0	0	54	0	0	0	2	0	0	0	0	2	0	0	0
1525_tnpA_KU130294.1	4	14	13	6	4	3	0	6	3	13	30	5	72	10	28	4	4	6
1716_tnpA_AY821803.1	15	19	57	34	27	40	6	5	29	54	86	8	72	32	23	10	28	25
1778_tnpA_JX469829.1	22	10	27	15	2	23	6	6	10	12	14	7	22	24	8	2	46	17
2030_tnpA_HQ730118.1	13	8	12	18	1	9	0	55	28	3	4	8	7	30	4	20	5	48
2179_tnpA_CCYE01000037.1	14	9	13	8	23	11	0	3	7	9	25	3	12	6	9	1	18	6
2185_tnpA_CP003204.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2431_tnpA3_CP002151.1	191	399	526	17	45	66	26	111	126	134	50	52	16	238	56	15	16	198
2452_tnpA_CCAE010000033.1	9	11	25	10	4	13	4	6	5	14	48	8	21	18	21	3	14	13
2627_tnpA_ISSod9_AE014300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2702_tnpA_EF079106.1	0	1	15	0	1	6	0	1	37	1	2	0	2	32	6	1	4	18
2711_tnpA_AF121000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2728_tnpA_LT222315.1	0	0	0	0	0	19	0	0	19	0	0	15	0	5	221	0	0	1
2734_tnpA_JN106164.1	11	19	32	21	3	35	4	11	29	12	26	24	16	45	24	3	57	18
2796_tnpA5_CP002153.1	105	633	1232	62	752	98	52	133	445	232	384	194	187	658	244	36	70	237
330_tnpA_KP893385.1	27	228	166	60	31	153	24	158	153	86	76	111	104	223	71	44	88	211
341_tnpA_KU130294.1	0	8	14	0	0	6	0	4	10	3	3	0	1	9	4	0	1	8
382_tnpA-2_AM261760.1	0	5	10	14	11	90	0	5	16	21	39	6	7	13	76	0	6	12
434_tnpA_KC170280.1	296	224	331	360	124	698	196	287	312	516	1023	537	511	396	277	131	7587	249
446_tnpA_KF856624.1	3187	64	76	6	4	99	1	36	15	19	10	108	6	9	74	19	57	50
552_tnpA_AJ344068.1	2	2	10	5	0	14	0	6	182	5	3	18	3	6	33	0	11	723
662_tnpA_AJ251307.2	0	61	34	0	0	0	0	23	0	0	0	0	5	2	6	0	0	187
684_tnpA_AB238971.1	3	3	0	5	0	5	0	5	37	1	4	3	1	2	17	1	7	9
797_tnpA_EF469735.1	1	5	42	3	5	14	5	2	13	0	2	3	1	7	6	0	5	8
926_tnpA2_AJ431260.1	4	10	53	2	2	32	2	2	4	5	6	9	3	3	7	4	6	6
1770_tnpA_AM039951.1	0	163	92	7	2	106	9	11	169	51	5	167	7	37	46	23	28	80
2614_tnpA_AJ251743.1	4	2	9	3	3	7	2	3	2	14	6	6	9	19	7	5	13	12
498_tnpA_CP003891.1	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	1	0
1227_tnpA_AY780525.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1549_tnpA_CAGJ01000062.1	0	48	40	3	1	34	6	4	53	64	2	43	3	17	16	4	11	18
2343_tnpA_LXLF01000020.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2492_tnpA_CAGJ01000127.1	0	46	32	3	1	27	0	4	59	28	2	39	1	17	12	1	5	30
321_tnpA_CCXZ01000015.1	0	99	44	8	6	60	15	15	168	54	4	95	7	19	34	13	17	57
1561_tnpA_AP010803.1	1	100	129	12	16	25	5	37	25	61	19	18	10	101	82	18	13	24
2099_tnpA_AP010805.1	0	130	168	9	34	56	10	28	41	65	389	38	10	157	251	9	14	36
2557_tnpA_CDNB01000043.1	0	79	78	3	4	56	2	7	88	42	4	72	2	27	20	12	12	62
2766_tnpA_LN997849.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1775_tnpA_CP000040.1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
2194_tnpA_LC015492.1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
572_tnpA_CP004000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2245_tnpA_CP000042.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2252_tnpA_LK021128.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1069_tnpA_HE999757.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1517_tnpA_AGFM01000122.1	0	123	91	12	10	50	4	23	30	75	24	33	5	80	86	22	18	49
1621_tnpA_AY305378.1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
693_tnpA_X90708.2	0	0	1	0	3	0	0	0	0	1	4	0	0	0	4	0	0	0
2172_tnpA_CYGX02000051.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2454_tnpA_CYGY02000079.1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
2495_tnpA_FMSH01000496.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1322_tnpA_FO203427.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2283_tnpA_CU633751.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2341_tnpA_KX530813.1	4	0	0	0	0	45	1	0	1	0	0	0	0	0	35	0	0	2
557_tnpA_CP002367.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
832_tnpA_GU591497.1	5	0	0	0	0	87	0	0	4	0	0	2	0	1	0	0	0	11
2780_tnpA_HE999757.2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	4
464_tnpA_CP001603.1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
1403_tnpA_JN104632.1	0	12	4	14	2	27	8	0	10	19	23	0	6	2	26	4	55	0
299_tnpA_AH010657.3	45	809	1602	837	225	1108	95	489	1683	704	1281	536	2326	1306	709	209	1022	1327
1883_tnpA_JN127372.1	0	11	15	4	3	5	0	0	1	0	13	0	0	2	15	1	1	4
1128_tnpA_JNFD01000045.1	0	50	22	3	54	14	0	8	26	16	238	12	21	4	17	2	13	12
1267_tnpA_FO082821.1	0	25	19	12	6	1	1	9	9	24	54	7	17	5	11	0	2	6
345_["tnpA[_Tn3_like"]KR822247.1	0	41	32	0	11	0	0	7	5	0	5	0	19	11	1	1	0	148
1523_tnpA1_JFHO01000231.1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
744_tnpA_AF110140.1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	6	0	0	1
549_tnpA_AP010803.1	0	61	76	19	125	8	194	11	38	21	26	12	20	733	944	8	3	36
279_tnpA_M95402.1	24	774	1326	243	64	287	76	556	397	46	50	243	225	484	143	80	196	764
1289_tnpA_GQ468938.1	0	24	6	2	6	6	0	5	2	0	83	5	0	2	2	1	6	5
1907_tnpA_AY232820.1	0	19	9	3	6	4	0	5	0	0	145	3	0	0	3	0	4	19
2503_tnpA1_FMJB01000022.1	0	17	39	10	21	3	0	4	7	0	81	9	6	2	24	1	9	6
809_tnpA2_JFHO01000231.1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
1091_tnpA_AY327575.2	65	782	1492	733	253	982	91	483	1531	689	1221	506	2103	1259	714	188	1037	1206
2205_tnpA_KX029331.1	2	17	18	22	0	0	1	58	40	10	1	8	1	75	0	0	2	33
2267_tnpA_KC354801.1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
2735_tnpA_HE616891.1	2	11	30	3	7	0	3	1	8	5	8	2	3	12	8	0	0	4
2273_tnpA_JYHQ01000107.1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
2510_tnpA_CANI01000054.1	21	563	964	57	37	320	60	222	304	28	33	294	32	284	104	97	95	288
2443_tnpA_KC543497.1	4	6	8	3	2	3	0	2	4	0	3	2	4	51	5	1	2	10
2035_tnpA_CBSZ010000094.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1088_tnpA_U33002.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002_tnpA_AF072896.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
287_tnpA_KT922275.1	7	5	10	18	1	4	2	6	24	2	13	3	7	6	17	1	4	14
2451_tnpA_JN106169.1	46	792	1798	792	209	1018	98	529	1737	633	1250	561	2202	1394	763	183	1068	1278
573_tnpA_AP014646.1	0	1	11	2	3	3	0	0	10	0	3	1	0	3	9	1	6	6
1364_tnpA_LN681228.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1162_tnpA_ISSod4_AE014300.1	0	0	2	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0
308_tnpA_AM234722.1	0	6	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
950_tnpA_CYCY01000048.1	3	9	6	10	1	6	4	3	16	0	6	3	4	13	16	1	6	12
2189_tnpA_M90749.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2258_tnpA_CAHO01000139.1	0	60	58	5	3	52	1	7	45	9	1	55	1	25	8	11	12	43
1503_tnpA_KF719970.1	6	12	29	2	1	15	5	13	11	2	5	2	6	26	4	1	4	18
1293_tnpA_ISSod1_AE014300.1	0	0	0	0	0	0	0	3	2	0	0	0	0	18	0	0	0	1
1125_tnpA_CXPB01000073.1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
2634_Tn916-orf16_KC414929	32	6	3	117	16	72	19	7	24	12	33	20	9	2	96	6	7	112
445_tnpA_AE008924.1	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1370_tnpA_AE014299.2	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0
1785_tnpA_AE014299.2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
1987_tnpA_AE014299.2	0	0	0	0	0	0	0	1	1	0	0	0	1	6	0	0	0	0
660_tnpA_CP000355.2	43	732	1319	682	181	871	87	412	1353	534	1063	430	2039	1091	671	177	879	1075
2034_tnpA1_ADFW01000001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1203_tnpA_LC075716.1	28	760	1350	192	71	299	59	611	357	52	63	250	193	418	108	80	171	712
1692_tnpA_AP010806.1	2	70	85	3	55	3	1	10	61	5	26	9	21	158	36	1	10	75
1744_ISCR1_HG003695.1	99	441	641	40	25	253	31	181	549	44	134	223	85	352	145	55	160	421
2773_tnpA_JX194160.1	79	28	14	10	5	6	0	56	9	2	4	24	7	9	13	37	5	75
1652_tnpA_ANGG01000530.1	1	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0
1873_tnpA1_CP000831.1	0	1	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0
1342_tnpA_CP001590.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1638_tnpA_FJ948173.1	1	20	13	55	11	10	2	19	41	6	46	14	64	81	100	1	22	38
1930_tniA_FJ948173.1	142	70	33	35	7	90	7	99	37	357	20	54	140	115	20	15	52	170
1216_tnpA_CP002879.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729_tnpA_LC155908.1	84	283	430	46	20	166	18	97	357	18	38	128	57	261	58	38	109	241
451_tnpA_KU254577.1	0	49	98	110	12	27	2	18	33	22	135	10	135	133	82	0	52	141
2646_Tn916-orf15_KC414929	28	14	10	138	8	85	11	9	17	15	23	15	6	4	76	2	8	101
1033_tnpA_LC198842.1	2	9	22	7	0	4	0	36	23	6	0	3	3	48	3	0	0	15
2536_tnpA_AY850399.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2498_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343_tnpA_KJ933392.1	0	0	1	0	0	2	0	1	0	0	0	0	4	1	0	0	0	3
1952_tnpA_GQ160960.2	3	8	22	13	1	12	0	36	22	8	5	3	4	32	1	0	10	26
1763_tnpA_DQ839391.1	26	660	1057	175	62	264	69	449	351	43	31	187	153	413	102	76	174	623
1585_tnpA1000_KX709966.1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1980_tnpA_AE014299.2	0	0	0	0	0	0	0	0	4	0	0	0	0	13	0	0	0	5
831_tnpA_KF705206.1	6	40	51	16	16	23	2	27	20	2	6	9	34	23	7	2	6	158
1695_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110_tnpA_GU371928.1	30	84	131	18	4	50	11	35	103	6	12	43	19	65	30	12	27	77
553_tnpA_KP826703.1	0	103	47	32	14	0	1	15	11	4	27	8	45	14	17	3	44	193
1290_tnpA_ISSod8_AE014300.1	0	0	0	0	0	0	0	1	4	0	0	0	0	16	0	0	0	1
1361_tnpA_CP001856.1	1	3	26	3	0	11	2	0	2	0	1	1	3	19	2	0	5	9
2753_tnpA_KT282968.1	0	5	2	1	0	1	0	0	0	0	1	0	0	0	0	1	0	2
1013_tniA_LIHO01000010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2777_tnpA_CP000354.2	0	3	4	12	6	0	0	0	0	0	0	0	0	39	3	1	0	0
1789_tniA_GQ406245.5	0	7	68	0	0	2	0	0	0	0	0	0	0	0	4	0	0	6
440_tniA_JX844629.1	0	11	35	0	0	0	0	0	0	0	0	0	0	0	0	6	3	5
596_tniAb_JN968483.3	0	11	43	0	0	0	1	1	2	0	0	0	0	0	0	0	1	8
2806_tniA_FP929140.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2805_tniA_KU549175.1	0	6	4	0	0	0	0	0	0	0	0	2	1	0	0	0	2	6
1498_tnpA_2_HE983995.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1928_tniA_CP000644.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1408_tnpA3_CP001894.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
901_tniA_CT025833.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1684_tnpA_LN794248.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2434_tniA_CP002194.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1489_tniA_KX710093.1	29	80	108	16	23	84	24	51	54	18	49	49	12	69	18	6	65	102
2489_tnpA_EF682134.1	0	3	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	3
401_tnpA_KX243414.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0
2033_tnpA_AJ421424.1	0	26	7	24	46	9	1	7	6	27	17	9	12	113	55	0	2	1
2364_tnpA_CP000864.1	0	1830	512	515	383	49	54	239	106	28	499	238	432	62	302	130	1694	2031
856_tnpA_U05888.2	0	0	1	0	0	1	0	0	0	0	0	3	0	0	3	0	2	0
634_tnpA_AF148496.1	0	5	1	1	0	4	0	0	3	0	0	3	0	6	0	0	0	1
1463_tniA_AB270530.1	0	4	0	0	0	2	0	2	1	1	3	1	5	10	1	1	1	1
569_tniA_CP000353.2	21	26	60	17	42	28	15	12	55	26	52	10	44	23	23	8	84	33
838_tniA_EF107516.1	15	59	87	18	25	45	56	7	66	18	49	17	19	27	71	3	20	337
1354_tniA_AEEU01000268.1	4	9	18	9	20	12	4	4	8	12	11	6	7	4	14	2	6	5
682_tniA_CTRJ01000005.1	41	34	174	23	101	42	40	15	21	35	32	19	46	22	14	30	30	22
1349_tnpA_AE014299.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
964_tnpA_FMSH01000107.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1957_tnpA_FJ829469.1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2807_tniA_FN806773.1	24	2	3	8	1	0	1	7	9	6	19	4	19	1	42	2	2	2
1057_int3_HE577054.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2261_tniA_AB063332.1	19	43	41	38	60	26	14	12	53	33	87	16	56	21	28	16	98	33
346_tniA_Y17897.1	1	8	7	16	17	40	10	11	8	14	34	14	10	3	11	1	90	11
1312_tniA_AJ304453.1	2	4	11	4	8	35	2	1	9	10	51	20	10	9	4	2	51	12
2635_tniA_JX194160.1	0	3	5	0	0	5	2	1	3	0	4	1	4	4	3	0	0	2
389_tniA_LK391695.1	8	3	13	12	65	15	6	2	126	23	27	10	35	38	24	5	10	262
501_tniA_GQ983559.1	3	37	56	23	35	16	5	19	42	29	106	31	19	42	20	7	21	46
1491_tniA_AM993098.1	53	134	195	52	149	106	46	75	95	65	38	59	78	114	51	24	72	111
1926_tniA_JNFD01000038.1	15	114	1558	4	18	36	2	79	88	42	18	42	12	89	247	3	9	129
2046_ISBf10_NC006347	4	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0
1148_tniA_JFYY01000019.1	0	2	5	9	2	1	1	0	0	43	25	5	2	10	31	2	6	1
2435_tniA_AGFM01000122.1	0	2	3	0	0	0	0	1	0	0	15	0	2	8	6	0	0	0
1095_tniA_AM236084.1	2	5	17	1	7	6	0	2	2	7	21	2	2	17	5	2	0	3
699_tnpA_CYAM01000068.1	0	30	20	2	7	1	0	4	2	0	1	0	18	5	2	1	0	85
1753_IS91_CP000272.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1580_tniA_FMJB01000001.1	0	6	16	0	1	2	0	0	1	0	1	2	0	1	6	0	0	4
1166_tniA_CP002879.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1929_tniA_AY305378.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2052_tnpA_CU459003.1	0	1	4	0	1	0	0	0	0	0	2	0	3	4	4	0	0	0
386_tnpA_JX077110.1	0	3	4	0	6	0	0	0	0	0	4	0	1	2	2	0	0	3
594_tnpA_DQ875599.1	5	104	253	81	13	128	13	31	165	37	34	92	56	132	30	27	93	120
